INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,SMILES,INCHI_STRING,DTXCID
494799-36-9,CASRN,DTXSID501020559,"1H-​Indole-​6-​carboxylic acid, 3-​cyclopentyl-",494799-36-9,VBNURQAEMRKPIT-UHFFFAOYSA-N,OC(=O)C1=CC=C2C(NC=C2C2CCCC2)=C1,"InChI=1S/C14H15NO2/c16-14(17)10-5-6-11-12(8-15-13(11)7-10)9-3-1-2-4-9/h5-9,15H,1-4H2,(H,16,17)
",DTXCID301478334
13361-34-7,CASRN,DTXSID9044378,2-Ethylhexyl cyanoacetate,13361-34-7,ZNYBQVBNSXLZNI-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CC#N,"InChI=1/C11H19NO2/c1-3-5-6-10(4-2)9-14-11(13)7-8-12/h10H,3-7,9H2,1-2H3
",DTXCID7024378
16669-27-5,CASRN,DTXSID20884925,"2-Propenoic acid, 2-methyl-, docosyl ester",16669-27-5,OCDWICPYKQMQSQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCOC(=O)C(C)=C,"InChI=1S/C26H50O2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-28-26(27)25(2)3/h2,4-24H2,1,3H3
",DTXCID301024343
1187-74-2,CASRN,DTXSID40420187,Diethyl acetonylsuccinate,1187-74-2,AAPVOVKOHNCXJA-UHFFFAOYSA-N,CCOC(=O)CC(CC(C)=O)C(=O)OCC,"InChI=1/C11H18O5/c1-4-15-10(13)7-9(6-8(3)12)11(14)16-5-2/h9H,4-7H2,1-3H3
",DTXCID80832104
7365-45-9,CASRN,DTXSID5040382,(4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid,7365-45-9,JKMHFZQWWAIEOD-UHFFFAOYSA-N,OCCN1CCN(CCS(O)(=O)=O)CC1,"InChI=1S/C8H18N2O4S/c11-7-5-9-1-3-10(4-2-9)6-8-15(12,13)14/h11H,1-8H2,(H,12,13,14)
",DTXCID3020382
1253791-42-2,CASRN,DTXSID801020946,"1H-​Indole-​6-​carboxylic acid, 2-​bromo-​3-​cyclopentyl-​1-​methyl-​, 1-​methylethyl ester",1253791-42-2,XUTOSRNXJXEXFW-UHFFFAOYSA-N,CC(C)OC(=O)C1=CC=C2C(=C1)N(C)C(Br)=C2C1CCCC1,"InChI=1S/C18H22BrNO2/c1-11(2)22-18(21)13-8-9-14-15(10-13)20(3)17(19)16(14)12-6-4-5-7-12/h8-12H,4-7H2,1-3H3
",DTXCID201505996
24544-08-9,CASRN,DTXSID8041375,"2,6-Diethyl-4-methylaniline",24544-08-9,OIXUMNZGNCAOKY-UHFFFAOYSA-N,CCC1=CC(C)=CC(CC)=C1N,"InChI=1S/C11H17N/c1-4-9-6-8(3)7-10(5-2)11(9)12/h6-7H,4-5,12H2,1-3H3
",DTXCID6021375
64741-74-8,CASRN,DTXSID1028158,"Naphtha, petroleum, light thermal cracked",64741-74-8,N/A,N/A,N/A,N/A
1215036-04-6,CASRN,DTXSID001071402,"Fatty acids, C8-10, diesters with 1,4:3,6-dianhydro-D-glucitol",1215036-04-6,N/A,N/A,N/A,N/A
64742-91-2,CASRN,DTXSID0028248,"Distillates, petroleum, steam-cracked",64742-91-2,N/A,N/A,N/A,N/A
542-02-9,CASRN,DTXSID5029186,"6-Methyl-1,3,5-triazine-2,4-diamine",542-02-9,NJYZCEFQAIUHSD-UHFFFAOYSA-N,CC1=NC(N)=NC(N)=N1,"InChI=1S/C4H7N5/c1-2-7-3(5)9-4(6)8-2/h1H3,(H4,5,6,7,8,9)
",DTXCID909186
8006-64-2,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID6027680,Turpentine oils,8006-64-2,N/A,N/A,N/A,N/A
8006-64-2,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID6027717,Turpentine,9005-90-7,N/A,N/A,N/A,N/A
125109-85-5,CASRN,DTXSID7051632,beta-Methyl-3-(1-methylethyl)benzenepropanal,125109-85-5,OHRBQTOZYGEWCJ-UHFFFAOYSA-N,CC(C)C1=CC(=CC=C1)C(C)CC=O,"InChI=1/C13H18O/c1-10(2)12-5-4-6-13(9-12)11(3)7-8-14/h4-6,8-11H,7H2,1-3H3
",DTXCID8030184
26952-13-6,CASRN,DTXSID701014475,Tetradecene,26952-13-6,N/A,N/A,N/A,N/A
1471313-51-5,CASRN,DTXSID901077021,"Acid chlorides, C12-18 and C18-unsatd., reaction products with sodium 2-(methylamino)ethanesulfonate (1:1)",1471313-51-5,N/A,N/A,N/A,N/A
15571-48-9,CASRN,DTXSID101020971,"2-​Propanol, magnesium salt (2:1)",15571-48-9,SGDYVVNWFXRTCB-UHFFFAOYSA-N,[MgH2].CC(C)O.CC(C)O,"InChI=1S/2C3H8O.Mg/c2*1-3(2)4;/h2*3-4H,1-2H3;
",DTXCID001506017
68526-89-6,CASRN,DTXSID3028689,"Octene, hydroformylation products, high-boiling",68526-89-6,N/A,N/A,N/A,N/A
72207-62-6,CASRN,DTXSID701009517,"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[3-oxo-, N,N'-bis(phenyl and 2,4-xylyl) derivs.",72207-62-6,N/A,N/A,N/A,N/A
66918-01-2,CASRN,DTXSID401045089,"1,4-Bis[5,7,7-trimethyl-2-(1,3,3-trimethylbutyl)octyl] 2-hydroxybutanedioate",66918-01-2,ONKLPOGLHLITSO-UHFFFAOYNA-N,CC(CCC(COC(=O)CC(O)C(=O)OCC(CCC(C)CC(C)(C)C)C(C)CC(C)(C)C)C(C)CC(C)(C)C)CC(C)(C)C,"InChI=1/C40H78O5/c1-28(22-37(5,6)7)17-19-32(30(3)24-39(11,12)13)26-44-35(42)21-34(41)36(43)45-27-33(31(4)25-40(14,15)16)20-18-29(2)23-38(8,9)10/h28-34,41H,17-27H2,1-16H3
",DTXCID101527010
1015689-48-1,CASRN,DTXSID501010215,"(3R,3aR,6R,6aR)-6-[(4-{[4-(acryloyloxy)benzoyl]oxy}-3-methoxybenzoyl)oxy]hexahydrofuro[3,2-b]furan-3-yl 4-{[4-(acryloyloxy)benzoyl]oxy}-3-methoxybenzoate",1015689-48-1,RCXJSWHFNRJVJP-MYZQXJPJSA-N,COC1=C(OC(=O)C2=CC=C(OC(=O)C=C)C=C2)C=CC(=C1)C(=O)O[C@@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)C1=CC(OC)=C(OC(=O)C2=CC=C(OC(=O)C=C)C=C2)C=C1,"InChI=1S/C42H34O16/c1-5-35(43)53-27-13-7-23(8-14-27)39(45)55-29-17-11-25(19-31(29)49-3)41(47)57-33-21-51-38-34(22-52-37(33)38)58-42(48)26-12-18-30(32(20-26)50-4)56-40(46)24-9-15-28(16-10-24)54-36(44)6-2/h5-20,33-34,37-38H,1-2,21-22H2,3-4H3/t33-,34-,37-,38-/m1/s1
",DTXCID201436624
198479-63-9,CASRN,DTXSID30396923,5-(Benzyloxy)-2-[4-(benzyloxy)phenyl]-3-methyl-1H-indole,198479-63-9,KRIJKJMYOVWRSJ-UHFFFAOYSA-N,CC1=C(NC2=C1C=C(OCC1=CC=CC=C1)C=C2)C1=CC=C(OCC2=CC=CC=C2)C=C1,"InChI=1S/C29H25NO2/c1-21-27-18-26(32-20-23-10-6-3-7-11-23)16-17-28(27)30-29(21)24-12-14-25(15-13-24)31-19-22-8-4-2-5-9-22/h2-18,30H,19-20H2,1H3
",DTXCID20347782
109-78-4,CASRN,DTXSID1025433,3-Hydroxypropanenitrile,109-78-4,WSGYTJNNHPZFKR-UHFFFAOYSA-N,OCCC#N,"InChI=1S/C3H5NO/c4-2-1-3-5/h5H,1,3H2
",DTXCID405433
1797437-47-8,CASRN,DTXSID401036105,Tris(5-chloro-2-methoxyphenyl)phosphine,1797437-47-8,CPBULKRAMBDBGY-UHFFFAOYSA-N,COC1=C(C=C(Cl)C=C1)P(C1=C(OC)C=CC(Cl)=C1)C1=C(OC)C=CC(Cl)=C1,"InChI=1S/C21H18Cl3O3P/c1-25-16-7-4-13(22)10-19(16)28(20-11-14(23)5-8-17(20)26-2)21-12-15(24)6-9-18(21)27-3/h4-12H,1-3H3
",DTXCID901520325
10043-67-1,CASRN,DTXSID9039234,Aluminum potassium sulfate,10043-67-1,GRLPQNLYRHEGIJ-UHFFFAOYSA-J,[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,"InChI=1S/Al.K.2H2O4S/c;;2*1-5(2,3)4/h;;2*(H2,1,2,3,4)/q+3;+1;;/p-4
",DTXCID7051
631-61-8,CASRN,DTXSID5023873,Ammonium acetate,631-61-8,USFZMSVCRYTOJT-UHFFFAOYSA-N,[NH4+].CC([O-])=O,"InChI=1S/C2H4O2.H3N/c1-2(3)4;/h1H3,(H,3,4);1H3
",DTXCID203873
217308-07-1,CASRN,DTXSID201019418,Ammonium (2R)-hydroxy(phenyl)acetate,217308-07-1,BDEXTKUJIZCFST-OGFXRTJISA-N,[NH4+].O[C@@H](C([O-])=O)C1=CC=CC=C1,"InChI=1S/C8H8O3.H3N/c9-7(8(10)11)6-4-2-1-3-5-6;/h1-5,7,9H,(H,10,11);1H3/t7-;/m1./s1
",DTXCID401477389
61444-38-0,CASRN,DTXSID40886441,"3-Hexenoic acid, (3Z)-3-hexen-1-yl ester, (3Z)-",61444-38-0,UZJQQWFHPLYECS-SFECMWDFSA-N,CC\C=C/CCOC(=O)C\C=C/CC,"InChI=1S/C12H20O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h5-8H,3-4,9-11H2,1-2H3/b7-5-,8-6-
",DTXCID401025770
1344-43-0,CASRN,DTXSID5042110,Manganous oxide,1344-43-0,PPNAOCWZXJOHFK-UHFFFAOYSA-N,[O--].[Mn++],"InChI=1S/Mn.O/q+2;-2
",DTXCID601507825
709031-43-6,CASRN,DTXSID10694893,"Carbamic acid, N-​[(1S)​-​2-​[(1S,​3S,​5S)​-​3-​cyano-​2-​azabicyclo[3.1.0]​hex-​2-​yl]​-​1-​(3-​hydroxytricyclo[3.3.​1.13,​7]​dec-​1-​yl)​-​2-​oxoethyl]​-​, 1,​1-​dimethylethyl ester",709031-43-6,DZEAFYQJPRVNIQ-FPXKHEBGSA-N,CC(C)(C)OC(=O)N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,"InChI=1/C23H33N3O4/c1-21(2,3)30-20(28)25-18(19(27)26-16(11-24)5-15-6-17(15)26)22-7-13-4-14(8-22)10-23(29,9-13)12-22/h13-18,29H,4-10,12H2,1-3H3,(H,25,28)/t13?,14?,15-,16+,17+,18-,22?,23?/s2
",DTXCID801478377
103335-54-2,CASRN,DTXSID70893628,3-Oxo-4-aza-5-androstene-17beta-carboxylic acid,103335-54-2,WNUUCDPRBZUXGL-UUBMZHIOSA-N,[H][C@@]12CC[C@H](C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2NC(=O)CC[C@]12C,"InChI=1S/C19H27NO3/c1-18-9-7-13-11(12(18)4-5-14(18)17(22)23)3-6-15-19(13,2)10-8-16(21)20-15/h6,11-14H,3-5,7-10H2,1-2H3,(H,20,21)(H,22,23)/t11-,12-,13-,14+,18-,19+/m0/s1
",DTXCID401323657
64741-44-2,CASRN,DTXSID3028130,Straight run middle distillate (petroleum),64741-44-2,N/A,N/A,N/A,N/A
4454-16-4,CASRN,DTXSID40890588,Nickel bis(2-ethylhexanoate),4454-16-4,UVPKUTPZWFHAHY-UHFFFAOYSA-L,[Ni++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,"InChI=1/2C8H16O2.Ni/c2*1-3-5-6-7(4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2
",DTXCID909288
2414-98-4,CASRN,DTXSID3044885,Magnesium diethanolate,2414-98-4,XDKQUSKHRIUJEO-UHFFFAOYSA-N,[Mg++].CC[O-].CC[O-],"InChI=1S/2C2H5O.Mg/c2*1-2-3;/h2*2H2,1H3;/q2*-1;+2
",DTXCID1024885
68410-05-9,CASRN,DTXSID4028466,"Distillates, petroleum, straight-run light",68410-05-9,N/A,N/A,N/A,N/A
7450-69-3,CASRN,DTXSID4073382,"Phosphorodiamidic acid, phenyl ester",7450-69-3,AYRRNFHDJUXLEQ-UHFFFAOYSA-N,NP(N)(=O)OC1=CC=CC=C1,"InChI=1S/C6H9N2O2P/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H4,7,8,9)
",DTXCID2047696
84-65-1,CASRN,DTXSID3020095,Anthraquinone,84-65-1,RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2,"InChI=1S/C14H8O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8H
",DTXCID9095
68921-67-5,CASRN,DTXSID5028877,"Hydrocarbons, ethylene-manuf.-by-product distn. residues",68921-67-5,N/A,N/A,N/A,N/A
19766-89-3,CASRN,DTXSID0044866,Sodium 2-ethylhexanoate,19766-89-3,VYPDUQYOLCLEGS-UHFFFAOYSA-M,[Na+].CCCCC(CC)C([O-])=O,"InChI=1/C8H16O2.Na/c1-3-5-6-7(4-2)8(9)10;/h7H,3-6H2,1-2H3,(H,9,10);/q;+1/p-1
",DTXCID8024866
64742-83-2,CASRN,DTXSID5028241,"Naphtha, petroleum, light steam-cracked",64742-83-2,N/A,N/A,N/A,N/A
307-34-6,CASRN,DTXSID0059794,Perfluorooctane,307-34-6,YVBBRRALBYAZBM-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8F18/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)26
",DTXCID2038237
91844-53-0,CASRN,DTXSID70108269,"Sorbitan, octanoate (2:3)",91844-53-0,N/A,N/A,N/A,N/A
24085-06-1,CASRN,DTXSID8075207,"Ethanone, 1-[4-(acetyloxy)-3-[(acetyloxy)methyl]phenyl]-",24085-06-1,FMKMEWWKBLDKST-UHFFFAOYSA-N,CC(=O)OCC1=C(OC(C)=O)C=CC(=C1)C(C)=O,"InChI=1S/C13H14O5/c1-8(14)11-4-5-13(18-10(3)16)12(6-11)7-17-9(2)15/h4-6H,7H2,1-3H3
",DTXCID2037001
1445870-18-7,CASRN,DTXSID701045052,"Hexanoic acid, 3,5,5-trimethyl-, 2,2,6,6-tetramethyl-1-[2-[(3,5,5-trimethyl-1-oxohexyl)oxy]ethyl]-4-piperidinyl ester",1445870-18-7,HAFKWVXPFIPBEJ-UHFFFAOYNA-N,CC(CC(=O)OCCN1C(C)(C)CC(CC1(C)C)OC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,"InChI=1/C29H55NO4/c1-21(17-26(3,4)5)15-24(31)33-14-13-30-28(9,10)19-23(20-29(30,11)12)34-25(32)16-22(2)18-27(6,7)8/h21-23H,13-20H2,1-12H3
",DTXCID501526969
497-18-7,CASRN,DTXSID5038757,Carbonic dihydrazide,497-18-7,XEVRDFDBXJMZFG-UHFFFAOYSA-N,NNC(=O)NN,"InChI=1S/CH6N4O/c2-4-1(6)5-3/h2-3H2,(H2,4,5,6)
",DTXCID3018757
1253789-90-0,CASRN,DTXSID20735862,Propan-2-yl 3-cyclopentyl-1-methyl-1H-indole-6-carboxylate,1253789-90-0,UQQPAWZVYVDUQH-UHFFFAOYSA-N,CC(C)OC(=O)C1=CC2=C(C=C1)C(=CN2C)C1CCCC1,"InChI=1S/C18H23NO2/c1-12(2)21-18(20)14-8-9-15-16(13-6-4-5-7-13)11-19(3)17(15)10-14/h8-13H,4-7H2,1-3H3
",DTXCID00686606
371756-75-1,CASRN,DTXSID00721889,"Hexasodium 2,2'-{ethene-1,2-diylbis[(3-sulfonato-4,1-phenylene)imino{6-[bis(2-hydroxypropyl)amino]-1,3,5-triazine-4,2-diyl}imino]}dibenzene-1,4-disulfonate",371756-75-1,AYMQVSYJLSBNAF-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)C1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(NC5=C(C=CC(=C5)S([O-])(=O)=O)S([O-])(=O)=O)=NC(=N4)N(CC(C)O)CC(C)O)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=C(C=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O)=N1,"InChI=1S/C44H52N12O22S6.6Na/c1-23(57)19-55(20-24(2)58)43-51-39(49-41(53-43)47-33-17-31(79(61,62)63)11-13-35(33)81(67,68)69)45-29-9-7-27(37(15-29)83(73,74)75)5-6-28-8-10-30(16-38(28)84(76,77)78)46-40-50-42(54-44(52-40)56(21-25(3)59)22-26(4)60)48-34-18-32(80(64,65)66)12-14-36(34)82(70,71)72;;;;;;/h5-18,23-26,57-60H,19-22H2,1-4H3,(H,61,62,63)(H,64,65,66)(H,67,68,69)(H,70,71,72)(H,73,74,75)(H,76,77,78)(H2,45,47,49,51,53)(H2,46,48,50,52,54);;;;;;/q;6*+1/p-6
",DTXCID90672634
214417-91-1,CASRN,DTXSID501036158,"N'-(1,3-Dimethylbutylidene)-3-hydroxy-2-naphthohydrazide",214417-91-1,HPTJCEPNQHYWIH-UHFFFAOYSA-N,CC(C)CC(C)=NNC(=O)C1=CC2=CC=CC=C2C=C1O,"InChI=1S/C17H20N2O2/c1-11(2)8-12(3)18-19-17(21)15-9-13-6-4-5-7-14(13)10-16(15)20/h4-7,9-11,20H,8H2,1-3H3,(H,19,21)
",DTXCID401520368
143390-89-0,CASRN,DTXSID2032558,Kresoxim-methyl,143390-89-0,ZOTBXTZVPHCKPN-HTXNQAPBSA-N,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,"InChI=1S/C18H19NO4/c1-13-8-4-7-11-16(13)23-12-14-9-5-6-10-15(14)17(19-22-3)18(20)21-2/h4-11H,12H2,1-3H3/b19-17+
",DTXCID0012558
533-96-0,CASRN,DTXSID6049646,Sodium sesquicarbonate,533-96-0,WCTAGTRAWPDFQO-UHFFFAOYSA-K,[Na+].[Na+].[Na+].OC([O-])=O.[O-]C([O-])=O,"InChI=1S/2CH2O3.3Na/c2*2-1(3)4;;;/h2*(H2,2,3,4);;;/q;;3*+1/p-3
",DTXCID3029605
119-47-1,CASRN,DTXSID4020870,"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)",119-47-1,KGRVJHAUYBGFFP-UHFFFAOYSA-N,CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,"InChI=1S/C23H32O2/c1-14-9-16(20(24)18(11-14)22(3,4)5)13-17-10-15(2)12-19(21(17)25)23(6,7)8/h9-12,24-25H,13H2,1-8H3
",DTXCID20870
26184-62-3,CASRN,DTXSID901044955,(+)-2-Pentanol,26184-62-3,JYVLIDXNZAXMDK-YFKPBYRVSA-N,CCC[C@H](C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3/t5-/m0/s1
",DTXCID501526890
41263-74-5,CASRN,DTXSID20300675,4-(methylamino)-3-nitrobenzoic acid,41263-74-5,KSMLIIWEQBYUKA-UHFFFAOYSA-N,CNC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,"InChI=1S/C8H8N2O4/c1-9-6-3-2-5(8(11)12)4-7(6)10(13)14/h2-4,9H,1H3,(H,11,12)
",DTXCID20251810
19694-10-1,CASRN,DTXSID2066517,"Benzamide, 3-amino-4-chloro-",19694-10-1,QHMDKGRWJVOUFU-UHFFFAOYSA-N,NC(=O)C1=CC=C(Cl)C(N)=C1,"InChI=1S/C7H7ClN2O/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,9H2,(H2,10,11)
",DTXCID4036140
732-26-3,CASRN,DTXSID2021311,"2,4,6-Tris(tert-butyl)phenol",732-26-3,PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,"InChI=1S/C18H30O/c1-16(2,3)12-10-13(17(4,5)6)15(19)14(11-12)18(7,8)9/h10-11,19H,1-9H3
",DTXCID401311
88949-33-1,CASRN,DTXSID20893830,Pigment Red 264,88949-33-1,YLGDYASRRVBIRS-UHFFFAOYSA-N,O=C1NC(=C2C(=O)NC(=C12)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C30H20N2O2/c33-29-25-26(28(32-29)24-17-13-22(14-18-24)20-9-5-2-6-10-20)30(34)31-27(25)23-15-11-21(12-16-23)19-7-3-1-4-8-19/h1-18H,(H,31,34)(H,32,33)
",DTXCID201323875
84604-16-0,CASRN,DTXSID001042457,BREWER'S YEAST EXTRACT,84604-16-0,N/A,N/A,N/A,N/A
14352-61-5,CASRN,DTXSID60162451,Methylcyclohexylacetate,14352-61-5,IMXBRVLCKXGWSS-UHFFFAOYSA-N,COC(=O)CC1CCCCC1,"InChI=1S/C9H16O2/c1-11-9(10)7-8-5-3-2-4-6-8/h8H,2-7H2,1H3
",DTXCID9084942
92062-09-4,CASRN,DTXSID00105382,"Slack wax (petroleum), hydrotreated",92062-09-4,N/A,N/A,N/A,N/A
3159-62-4,CASRN,DTXSID9027524,"Octadecanoic acid, 12-hydroxy-, calcium salt (2:1)",3159-62-4,RXPKHKBYUIHIGL-UHFFFAOYSA-L,[Ca++].CCCCCCC(O)CCCCCCCCCCC([O-])=O.CCCCCCC(O)CCCCCCCCCCC([O-])=O,"InChI=1/2C18H36O3.Ca/c2*1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21;/h2*17,19H,2-16H2,1H3,(H,20,21);/q;;+2/p-2
",DTXCID907524
101631-14-5,CASRN,DTXSID901029446,"Distillates (petroleum), heavy steam-cracked",101631-14-5,N/A,N/A,N/A,N/A
85-27-8,CASRN,DTXSID501005319,"4-(1-Phenylethyl)benzene-1,3-diol",85-27-8,PQSXNIMHIHYFEE-UHFFFAOYSA-N,CC(C1=CC=CC=C1)C1=C(O)C=C(O)C=C1,"InChI=1/C14H14O2/c1-10(11-5-3-2-4-6-11)13-8-7-12(15)9-14(13)16/h2-10,15-16H,1H3
",DTXCID401432204
1302-69-8,CASRN,DTXSID101019689,Galaxite,1302-69-8,N/A,N/A,N/A,N/A
36968-27-1,CASRN,DTXSID6068014,C.I. Pigment Red 266,36968-27-1,HULNYTPFPARJMG-UHFFFAOYSA-N,COC1=C(NC(=O)C2=C(O)C(N=NC3=CC=C(C=C3)C(N)=O)=C3C=CC=CC3=C2)C=CC=C1,"InChI=1S/C25H20N4O4/c1-33-21-9-5-4-8-20(21)27-25(32)19-14-16-6-2-3-7-18(16)22(23(19)30)29-28-17-12-10-15(11-13-17)24(26)31/h2-14,30H,1H3,(H2,26,31)(H,27,32)
",DTXCID5039272
28214-91-7,CASRN,DTXSID70894392,"Naphthalenesulfonic acid, dinonyl-, lithium salt (1:1)",28214-91-7,N/A,N/A,N/A,N/A
42233-75-0,CASRN,DTXSID90195070,Didocosyl sebacate,42233-75-0,PRNNATBNXILRSR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCC,"InChI=1S/C54H106O4/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-39-43-47-51-57-53(55)49-45-41-37-38-42-46-50-54(56)58-52-48-44-40-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-52H2,1-2H3
",DTXCID00117561
58302-43-5,CASRN,DTXSID90894152,"Bis[4-hydroxy-3-[(2-hydroxy-1-naphthalenyl)azo]benzenesulfonamidato(2-)]cobaltate(1-), sodium salt",58302-43-5,PHQDZULYJVQNFM-HFJGHOORSA-J,[Na+].NS(=O)(=O)C1=CC=C2[O-][Co+3]3456[O-]C7=CC=C(C=C7[N]3=NC3=C7C=CC=CC7=CC=C3[O-]4)S(N)(=O)=O.[O-]5C3=CC=C4C=CC=CC4=C3N=[N]6C2=C1,"InChI=1S/2C16H13N3O4S.Co.Na/c2*17-24(22,23)11-6-8-14(20)13(9-11)18-19-16-12-4-2-1-3-10(12)5-7-15(16)21;;/h2*1-9,20-21H,(H2,17,22,23);;/q;;+3;+1/p-4/b2*19-18+;;
",DTXCID901324193
97488-98-7,CASRN,DTXSID4029569,"Fats and Glyceridic oils, fish, oxidized, bisulfited, sodium salts",97488-98-7,N/A,N/A,N/A,N/A
120-35-4,CASRN,DTXSID0051607,3-Amino-4-methoxybenzanilide,120-35-4,LHMQDVIHBXWNII-UHFFFAOYSA-N,COC1=C(N)C=C(C=C1)C(=O)NC1=CC=CC=C1,"InChI=1S/C14H14N2O2/c1-18-13-8-7-10(9-12(13)15)14(17)16-11-5-3-2-4-6-11/h2-9H,15H2,1H3,(H,16,17)
",DTXCID1030159
91722-14-4,CASRN,DTXSID70108426,"Soybean oil, epoxidized, acrylate",91722-14-4,N/A,N/A,N/A,N/A
7722-88-5,CASRN,DTXSID9042465,Tetrasodium pyrophosphate,7722-88-5,FQENQNTWSFEDLI-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/4Na.H4O7P2/c;;;;1-8(2,3)7-9(4,5)6/h;;;;(H2,1,2,3)(H2,4,5,6)/q4*+1;/p-4
",DTXCID7022465
4151-51-3,CASRN,DTXSID9063320,Tris(4-isocyanatophenyl) thiophosphate,4151-51-3,KGLSETWPYVUTQX-UHFFFAOYSA-N,O=C=NC1=CC=C(OP(=S)(OC2=CC=C(C=C2)N=C=O)OC2=CC=C(C=C2)N=C=O)C=C1,"InChI=1S/C21H12N3O6PS/c25-13-22-16-1-7-19(8-2-16)28-31(32,29-20-9-3-17(4-10-20)23-14-26)30-21-11-5-18(6-12-21)24-15-27/h1-12H
",DTXCID0039938
64742-43-4,CASRN,DTXSID9028209,Clay-treated paraffin waxes (petroleum),64742-43-4,N/A,N/A,N/A,N/A
13597-19-8,CASRN,DTXSID70893941,Cerium vanadate(V) (CeVO4),13597-19-8,FBKLJOCLOTZNGP-UHFFFAOYSA-N,[O--].[O--].[O--].[O--].[V+5].[Ce+3],"InChI=1S/Ce.4O.V/q+3;4*-2;+5
",DTXCID201323982
1345668-40-7,CASRN,DTXSID001035874,"Raffinates (Fischer-Tropsch), C10-25-branched",1345668-40-7,N/A,N/A,N/A,N/A
68783-41-5,CASRN,DTXSID7028801,"Fatty acids, C18-unsatd., dimers, hydrogenated",68783-41-5,N/A,N/A,N/A,N/A
68649-48-9,CASRN,DTXSID50100721,"Paraffin waxes and Hydrocarbon waxes, oxidized, lithium salts",68649-48-9,N/A,N/A,N/A,N/A
1435-71-8,CASRN,DTXSID6027399,4-Methyl-2-[2-(2-nitrophenyl)diazenyl]phenol,1435-71-8,DRPPFIRCBMBJCM-UHFFFAOYSA-N,CC1=CC(N=NC2=C(C=CC=C2)[N+]([O-])=O)=C(O)C=C1,"InChI=1S/C13H11N3O3/c1-9-6-7-13(17)11(8-9)15-14-10-4-2-3-5-12(10)16(18)19/h2-8,17H,1H3
",DTXCID70809800
35884-66-3,CASRN,DTXSID5027988,Tetrakis(tritolyl phosphite )nickel,35884-66-3,N/A,N/A,N/A,N/A
